M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Player No,Player Name,C,Position,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,1,11,Nikola ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,1,12,Mubarak ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,1,13,Raimi ,-,OH,5,5,0,0,-,-6.25,5,1,2,8,50,0,2,0,2,-100,0,3,3,6,-50,0,1,6,7,-14.29,2,0,2,100,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,1,16,Ibrahim,C,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,1,19,Naji ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,3,5,40,0,1,1,-100,0,0,1,1,0
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,1,21,Osman ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,1,Y.Oughlaf ,-,OH,3,3,0,0,-,22.22,3,0,4,7,42.86,0,0,0,0,-,0,1,1,2,-50,0,0,0,0,-,2,0,3,66.67,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,2,Pape ,-,MB,1,1,0,0,-,-18.18,1,0,1,2,50,0,2,1,3,-66.67,0,1,5,6,-16.67,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,4,Renan ,-,OH,3,1,2,0,-,10,1,0,2,3,33.33,2,2,0,4,0,0,0,3,3,0,2,0,1,3,66.67,1,0,2,50,0,0,1,1,0
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,5,Sulaiman ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,1,100,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,6,Bobby ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,7,Belal ,-,MB,5,4,1,0,-,15.38,4,0,1,5,80,1,3,2,6,-33.33,0,0,2,2,0,0,0,0,0,-,0,0,1,0,0,0,1,1,0
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,8,Waleed ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,9,Milos ,-,S,0,0,0,0,-,0,0,0,1,1,0,0,0,1,1,0,0,0,4,4,0,0,0,0,0,-,2,1,3,33.33,10,0,12,22,45.45
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,11,Nikola ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,12,Mubarak ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,13,Raimi ,-,OH,5,3,0,2,-,5.88,3,1,5,9,22.22,0,0,0,0,-,2,3,3,8,-12.5,0,0,5,5,0,3,0,4,75,0,0,1,1,0
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,16,Ibrahim,C,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,19,Naji ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,1,6,8,0,1,1,2,0,0,0,1,1,0
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,2,21,Osman ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,1,Y.Oughlaf ,-,OH,2,2,0,0,-,20,2,0,3,5,40,0,0,0,0,-,0,0,5,5,0,0,0,0,0,-,1,0,1,100,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,2,Pape ,-,MB,4,3,1,0,-,15.38,3,0,1,4,75,1,2,1,4,-25,0,0,5,5,0,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,4,Renan ,-,OH,2,2,0,0,-,11.11,2,1,1,4,25,0,0,0,0,-,0,0,5,5,0,2,0,3,5,40,0,1,1,-100,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,5,Sulaiman ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,6,Bobby ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,7,Belal ,-,MB,5,2,3,0,-,0,2,0,0,2,100,3,4,1,8,-12.5,0,1,1,2,-50,0,0,0,0,-,0,0,0,-,0,0,1,1,0
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,8,Waleed ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,9,Milos ,-,S,1,0,1,0,-,20,0,0,0,0,-,1,0,1,2,50,0,0,3,3,0,0,0,0,0,-,1,0,2,50,4,0,12,16,25
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,11,Nikola ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,2,2,0,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,12,Mubarak ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,13,Raimi ,-,OH,1,0,1,0,-,-25,0,2,1,3,-66.67,1,0,0,1,100,0,1,3,4,-25,0,1,3,4,-25,0,0,0,-,0,0,1,1,0
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,16,Ibrahim,C,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,19,Naji ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,6,6,0,1,0,2,50,0,0,0,0,-
Men,2025,24 ,2025/6/24,Final_3-4,-,Manama,Bahrain,Qatar,Korea,3,0,25 ,25 ,25 ,-,-,21 ,20 ,23 ,-,-,3,21,Osman ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,2,M.ANAN ,-,O,27,26,0,1,-,20.69,26,3,7,36,63.89,0,6,2,8,-75,1,6,7,14,-35.71,0,0,0,0,-,5,0,6,83.33,0,0,2,2,0
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,4,Alkhabbaz ,-,MB,3,2,0,1,-,6.25,2,0,3,5,40,0,2,1,3,-66.67,1,0,7,8,12.5,0,0,1,1,0,0,0,1,0,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,5,H.MANSOOR ,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,6,Sayed ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,7,Mahmood ,-,S,6,3,1,2,-,0,3,0,1,4,75,1,5,6,12,-33.33,2,1,12,15,6.67,0,0,0,0,-,0,0,0,-,16,0,71,87,18.39
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,8,ABDULWAHED ,-,OH,0,0,0,0,-,-14.29,0,0,0,0,-,0,0,0,0,-,0,1,6,7,-14.29,0,0,0,0,-,0,0,0,-,0,0,1,1,0
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,9,MOHAMED ,-,MB,1,1,0,0,-,-20,1,1,4,6,0,0,3,3,6,-50,0,0,3,3,0,0,0,0,0,-,1,0,1,100,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,12,H.ALLAWI ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,13,A.EBRAHIM ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,15,N.Anan,C,OH,9,7,1,1,-,4.35,7,3,9,19,21.05,1,4,5,10,-30,1,0,16,17,5.88,2,0,8,10,20,3,0,5,60,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,17,M.YAQOOB ,-,OH,20,14,2,4,-,15.09,14,4,6,24,41.67,2,3,0,5,-20,4,5,15,24,-4.17,7,0,32,39,17.95,7,0,8,87.5,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,18,AYMAN ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,6,0,8,14,42.86,9,4,17,29.41,0,0,3,3,0
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,20,A.ABDULLA ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,ALL,21,H . ALI ,-,MB,7,3,4,0,-,-4,3,1,1,5,40,4,6,2,12,-16.67,0,1,7,8,-12.5,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,2,M.ANAN ,-,O,6,6,0,0,-,7.14,6,0,2,8,75,0,3,0,3,-100,0,2,1,3,-66.67,0,0,0,0,-,2,0,2,100,0,0,2,2,0
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,4,Alkhabbaz ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,5,H.MANSOOR ,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,6,Sayed ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,7,Mahmood ,-,S,0,0,0,0,-,-33.33,0,0,0,0,-,0,2,1,3,-66.67,0,0,3,3,0,0,0,0,0,-,0,0,0,-,4,0,19,23,17.39
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,8,ABDULWAHED ,-,OH,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,9,MOHAMED ,-,MB,1,1,0,0,-,-16.67,1,1,3,5,0,0,2,3,5,-40,0,0,2,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,12,H.ALLAWI ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,13,A.EBRAHIM ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,15,N.Anan,C,OH,2,1,0,1,-,-10,1,2,1,4,-25,0,1,0,1,-100,1,0,4,5,20,0,0,4,4,0,1,0,1,100,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,17,M.YAQOOB ,-,OH,6,5,0,1,-,-5.88,5,2,1,8,37.5,0,2,0,2,-100,1,3,3,7,-28.57,3,0,8,11,27.27,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,18,AYMAN ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,3,0,1,4,75,3,1,5,40,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,20,A.ABDULLA ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,1,21,H . ALI ,-,MB,1,0,1,0,-,33.33,0,0,0,0,-,1,0,0,1,100,0,0,2,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,2,M.ANAN ,-,O,5,5,0,0,-,6.67,5,2,2,9,33.33,0,1,0,1,-100,0,1,4,5,-20,0,0,0,0,-,0,0,1,0,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,4,Alkhabbaz ,-,MB,1,1,0,0,-,50,1,0,0,1,100,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,5,H.MANSOOR ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,6,Sayed ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,7,Mahmood ,-,S,2,0,0,2,-,8.33,0,0,1,1,0,0,1,3,4,-25,2,0,5,7,28.57,0,0,0,0,-,0,0,0,-,4,0,20,24,16.67
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,8,ABDULWAHED ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,9,MOHAMED ,-,MB,0,0,0,0,-,-33.33,0,0,1,1,0,0,1,0,1,-100,0,0,1,1,0,0,0,0,0,-,1,0,1,100,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,12,H.ALLAWI ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,13,A.EBRAHIM ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,15,N.Anan,C,OH,3,3,0,0,-,13.33,3,1,4,8,25,0,0,2,2,0,0,0,5,5,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,17,M.YAQOOB ,-,OH,7,4,2,1,-,45.45,4,0,1,5,80,2,1,0,3,33.33,1,1,1,3,0,3,0,10,13,23.08,1,0,1,100,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,18,AYMAN ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,0,2,100,4,1,7,42.86,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,20,A.ABDULLA ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,2,21,H . ALI ,-,MB,1,1,0,0,-,-20,1,1,0,2,0,0,1,0,1,-100,0,0,2,2,0,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
Men,2025,25 ,2025/6/24,Final_1-2,-,Manama,Bahrain,Bahrain,Pakistan,3,1,23 ,25 ,25 ,25 ,-,25 ,16 ,17 ,18 ,-,3,2,M.ANAN ,-,O,7,7,0,0,-,21.43,7,1,1,9,66.67,0,2,1,3,-66.67,0,1,1,2,-50,0,0,0,0,-,0,0,0,-,0,0,0,0,-
