M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Service,Receiver points won,Receiver,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Women,2025,7,2025/6/8,Pool_B,-,Hanoi,Vietnam,Indonesia,Philippines,1,3,25,23,13,26,-,22,25,25,28,-,ALL,38 ,88,49,99,66,54,4,8,,54,26,102,182,4,23,23,50,8,6,74,88,18,8,65,91,88,18,124,8,1,173,182
Women,2025,7,2025/6/8,Pool_B,-,Hanoi,Vietnam,Indonesia,Philippines,1,3,25,23,13,26,-,22,25,25,28,-,1,13 ,25,12,22,21,18,2,1,,18,4,25,47,2,8,8,18,1,2,21,24,3,1,18,22,25,4,33,1,0,47,48
Women,2025,7,2025/6/8,Pool_B,-,Hanoi,Vietnam,Indonesia,Philippines,1,3,25,23,13,26,-,22,25,25,28,-,2,11 ,23,12,25,17,15,0,2,,15,9,31,55,0,6,8,14,2,0,22,24,5,2,14,21,29,5,40,3,0,49,52
Women,2025,7,2025/6/8,Pool_B,-,Hanoi,Vietnam,Indonesia,Philippines,1,3,25,23,13,26,-,22,25,25,28,-,3,5 ,14,8,24,11,10,0,1,,10,6,20,36,0,4,2,6,1,2,10,13,5,5,14,24,12,2,17,1,0,32,33
Women,2025,7,2025/6/8,Pool_B,-,Hanoi,Vietnam,Indonesia,Philippines,1,3,25,23,13,26,-,22,25,25,28,-,4,9 ,26,17,28,17,11,2,4,,11,7,26,44,2,5,5,12,4,2,21,27,5,0,19,24,22,7,34,3,1,45,49
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,Iran,New Zealand,3,1,23,25,25,25,-,25,16,12,18,-,ALL,50 ,97,48,72,69,57,9,3,,57,18,64,139,9,12,32,53,3,8,86,97,18,4,42,64,68,14,103,5,2,132,139
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,Iran,New Zealand,3,1,23,25,25,25,-,25,16,12,18,-,1,11 ,23,12,25,19,14,4,1,,14,4,27,45,4,4,12,20,1,4,18,23,7,2,16,25,22,5,34,1,1,44,46
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,Iran,New Zealand,3,1,23,25,25,25,-,25,16,12,18,-,2,12 ,25,13,16,14,12,2,0,,12,4,7,23,2,2,8,12,0,2,23,25,1,0,12,13,9,5,15,3,0,19,22
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,Iran,New Zealand,3,1,23,25,25,25,-,25,16,12,18,-,3,15 ,24,10,13,17,14,2,1,,14,2,14,30,2,1,5,8,1,1,22,24,2,2,6,10,16,2,25,0,0,29,29
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,Iran,New Zealand,3,1,23,25,25,25,-,25,16,12,18,-,4,12 ,25,13,18,19,17,1,1,,17,8,16,41,1,5,7,13,1,1,23,25,8,0,8,16,21,2,29,1,1,40,42
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,New Zealand,Iran,1,3,25,16,12,18,-,23,25,15,25,-,ALL,24 ,72,47,97,51,38,9,4,,38,26,76,140,9,19,23,51,4,8,60,72,13,3,73,89,58,20,91,3,3,137,143
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,New Zealand,Iran,1,3,25,16,12,18,-,23,25,15,25,-,1,13 ,25,12,23,19,14,3,2,,14,8,25,47,3,4,9,16,2,0,23,25,1,1,17,19,25,6,35,0,0,45,45
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,New Zealand,Iran,1,3,25,16,12,18,-,23,25,15,25,-,2,3 ,16,13,25,11,9,2,0,,9,10,12,31,2,5,4,11,0,3,13,16,6,0,17,23,9,4,15,1,0,31,32
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,New Zealand,Iran,1,3,25,16,12,18,-,23,25,15,25,-,3,3 ,13,9,24,9,7,0,2,,7,6,15,28,0,5,5,10,2,3,8,13,1,1,21,23,9,4,16,1,0,27,28
Women,2025,8,2025/6/8,Pool_B,-,Hanoi,Vietnam,New Zealand,Iran,1,3,25,16,12,18,-,23,25,15,25,-,4,5 ,18,13,25,12,8,4,0,,8,2,24,34,4,5,5,14,0,2,16,18,5,1,18,24,15,6,25,1,3,34,38
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,India,"Hong Kong, China",2,3,25,25,15,21,16,22,18,25,25,18,ALL,39 ,102,63,108,76,67,7,2,,67,23,94,184,7,29,38,74,2,6,94,102,20,9,71,100,87,15,120,2,2,181,185
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,India,"Hong Kong, China",2,3,25,25,15,21,16,22,18,25,25,18,1,9 ,24,16,23,16,14,1,1,,14,4,14,32,1,7,8,16,1,4,19,24,5,2,12,19,14,3,21,0,0,32,32
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,India,"Hong Kong, China",2,3,25,25,15,21,16,22,18,25,25,18,2,13 ,25,12,18,19,16,3,0,,16,4,15,35,3,2,9,14,0,1,24,25,3,1,14,18,23,6,30,0,1,36,37
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,India,"Hong Kong, China",2,3,25,25,15,21,16,22,18,25,25,18,3,5 ,15,10,25,12,10,2,0,,10,5,26,41,2,8,8,18,0,0,15,15,3,2,18,23,15,3,21,1,1,36,38
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,India,"Hong Kong, China",2,3,25,25,15,21,16,22,18,25,25,18,4,9 ,22,12,24,16,15,1,0,,15,7,19,41,1,8,7,16,0,0,22,22,3,3,16,22,17,2,26,0,0,43,43
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,India,"Hong Kong, China",2,3,25,25,15,21,16,22,18,25,25,18,5,3 ,16,13,18,13,12,0,1,,12,3,20,35,0,4,6,10,1,1,14,16,6,1,11,18,18,1,22,1,0,34,35
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",India,3,2,22,18,25,25,18,25,25,15,21,16,ALL,45 ,108,63,102,78,63,5,10,,63,20,105,188,5,23,38,66,10,7,91,108,32,2,62,96,88,20,127,2,4,179,185
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",India,3,2,22,18,25,25,18,25,25,15,21,16,1,7 ,23,15,24,14,9,2,3,,9,4,23,36,2,5,6,13,3,3,17,23,8,1,11,20,19,4,27,0,3,37,40
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",India,3,2,22,18,25,25,18,25,25,15,21,16,2,6 ,18,12,25,13,11,1,1,,11,7,24,42,1,7,5,13,1,0,17,18,6,0,18,24,15,5,24,0,1,40,41
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",India,3,2,22,18,25,25,18,25,25,15,21,16,3,15 ,25,10,15,20,16,2,2,,16,3,17,36,2,5,10,17,2,2,21,25,3,0,12,15,24,3,28,1,0,31,32
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",India,3,2,22,18,25,25,18,25,25,15,21,16,4,12 ,24,13,22,18,15,0,3,,15,4,22,41,0,5,7,12,3,2,19,24,8,0,14,22,15,2,23,1,0,38,39
Women,2025,9,2025/6/8,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",India,3,2,22,18,25,25,18,25,25,15,21,16,5,5 ,18,13,16,13,12,0,1,,12,2,19,33,0,1,10,11,1,0,17,18,7,1,7,15,15,6,25,0,0,33,33
Women,2025,10,2025/6/8,Pool_A,-,Hanoi,Vietnam,Vietnam,Chinese Taipei,3,0,25,25,25,-,-,17,16,17,-,-,ALL,38 ,74,37,51,64,52,7,5,,52,11,35,98,7,11,21,39,5,2,67,74,18,1,28,47,47,10,69,8,3,85,96
Women,2025,10,2025/6/8,Pool_A,-,Hanoi,Vietnam,Vietnam,Chinese Taipei,3,0,25,25,25,-,-,17,16,17,-,-,1,11 ,25,14,17,20,18,1,1,,18,6,12,36,1,3,11,15,1,0,24,25,7,0,9,16,20,3,27,3,1,32,36
Women,2025,10,2025/6/8,Pool_A,-,Hanoi,Vietnam,Vietnam,Chinese Taipei,3,0,25,25,25,-,-,17,16,17,-,-,2,13 ,24,12,17,23,18,3,2,,18,2,14,34,3,4,5,12,2,0,22,24,6,0,9,15,16,4,24,4,1,29,34
Women,2025,10,2025/6/8,Pool_A,-,Hanoi,Vietnam,Vietnam,Chinese Taipei,3,0,25,25,25,-,-,17,16,17,-,-,3,14 ,25,11,17,21,16,3,2,,16,3,9,28,3,4,5,12,2,2,21,25,5,1,10,16,11,3,18,1,1,24,26
Women,2025,10,2025/6/8,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,Vietnam,0,3,17,16,17,-,-,25,25,25,-,-,ALL,14 ,51,36,74,39,30,5,4,,30,14,50,94,5,22,10,37,4,1,46,51,14,3,53,70,29,10,51,9,1,90,100
Women,2025,10,2025/6/8,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,Vietnam,0,3,17,16,17,-,-,25,25,25,-,-,1,3 ,17,14,25,12,10,2,0,,10,5,24,39,2,8,5,15,0,1,16,17,6,1,18,25,14,3,22,4,0,38,42
Women,2025,10,2025/6/8,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,Vietnam,0,3,17,16,17,-,-,25,25,25,-,-,2,5 ,17,11,24,15,11,2,2,,11,4,14,29,2,8,5,15,2,0,15,17,4,1,18,23,10,4,17,1,0,31,32
Women,2025,10,2025/6/8,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,Vietnam,0,3,17,16,17,-,-,25,25,25,-,-,3,6 ,17,11,25,12,9,1,2,,9,5,12,26,1,6,0,7,2,0,15,17,4,1,17,22,5,3,12,4,1,21,26
Women,2025,11,2025/6/9,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Indonesia,3,0,25,25,26,-,-,17,12,24,-,-,ALL,43 ,75,33,54,56,37,14,5,,37,7,57,101,14,12,25,51,5,7,62,74,19,6,23,48,51,7,74,10,2,84,96
Women,2025,11,2025/6/9,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Indonesia,3,0,25,25,26,-,-,17,12,24,-,-,1,14 ,25,11,17,19,12,4,3,,12,3,14,29,4,6,5,15,3,2,19,24,7,1,8,16,12,2,21,4,1,22,27
Women,2025,11,2025/6/9,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Indonesia,3,0,25,25,26,-,-,17,12,24,-,-,2,15 ,24,10,13,18,11,6,1,,11,0,14,25,6,2,5,13,1,2,22,25,4,1,4,9,16,3,22,3,0,22,25
Women,2025,11,2025/6/9,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Indonesia,3,0,25,25,26,-,-,17,12,24,-,-,3,14 ,26,12,24,19,14,4,1,,14,4,29,47,4,4,15,23,1,3,21,25,8,4,11,23,23,2,31,3,1,40,44
Women,2025,11,2025/6/9,Pool_B,-,Hanoi,Vietnam,Indonesia,Kazakhstan,0,3,17,12,24,-,-,25,25,26,-,-,ALL,21 ,54,32,75,39,31,2,6,,31,26,65,122,2,12,13,27,6,7,42,55,13,4,49,66,61,5,77,4,1,116,121
Women,2025,11,2025/6/9,Pool_B,-,Hanoi,Vietnam,Indonesia,Kazakhstan,0,3,17,12,24,-,-,25,25,26,-,-,1,6 ,17,11,25,11,10,0,1,,10,8,18,36,0,3,4,7,1,2,15,18,4,2,15,21,14,1,20,3,0,32,35
Women,2025,11,2025/6/9,Pool_B,-,Hanoi,Vietnam,Indonesia,Kazakhstan,0,3,17,12,24,-,-,25,25,26,-,-,2,3 ,13,9,24,10,9,0,1,,9,9,17,35,0,3,2,5,1,3,8,12,7,1,15,23,15,0,17,1,1,35,37
Women,2025,11,2025/6/9,Pool_B,-,Hanoi,Vietnam,Indonesia,Kazakhstan,0,3,17,12,24,-,-,25,25,26,-,-,3,12 ,24,12,26,18,12,2,4,,12,9,30,51,2,6,7,15,4,2,19,25,2,1,19,22,32,4,40,0,0,49,49
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,Australia,India,3,1,18,25,25,25,-,25,20,19,23,-,ALL,40 ,92,53,88,72,49,16,7,,49,23,81,153,16,17,24,57,7,7,78,92,20,2,57,79,65,19,101,5,2,139,146
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,Australia,India,3,1,18,25,25,25,-,25,20,19,23,-,1,4 ,18,14,25,13,12,1,0,,12,7,17,36,1,6,4,11,0,0,18,18,7,2,13,22,13,6,24,2,0,32,34
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,Australia,India,3,1,18,25,25,25,-,25,20,19,23,-,2,12 ,25,13,20,19,10,7,2,,10,5,18,33,7,4,3,14,2,2,21,25,6,0,11,17,9,6,20,2,0,26,28
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,Australia,India,3,1,18,25,25,25,-,25,20,19,23,-,3,13 ,24,12,20,19,12,5,2,,12,5,22,39,5,5,10,20,2,2,20,24,3,0,15,18,21,2,25,1,1,36,38
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,Australia,India,3,1,18,25,25,25,-,25,20,19,23,-,4,11 ,25,14,23,21,15,3,3,,15,6,24,45,3,2,7,12,3,3,19,25,4,0,18,22,22,5,32,0,1,45,46
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,India,Australia,1,3,25,20,19,23,-,18,25,25,25,-,ALL,35 ,88,52,92,53,48,3,2,,48,24,87,159,3,14,23,40,2,9,77,88,21,5,57,83,77,17,111,4,0,151,155
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,India,Australia,1,3,25,20,19,23,-,18,25,25,25,-,1,11 ,25,14,18,18,15,1,2,,15,2,19,36,1,1,6,8,2,3,20,25,4,0,14,18,14,3,20,1,0,33,34
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,India,Australia,1,3,25,20,19,23,-,18,25,25,25,-,2,7 ,20,13,25,11,11,0,0,,11,7,13,31,0,4,3,7,0,3,17,20,8,1,13,22,13,3,20,2,0,29,31
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,India,Australia,1,3,25,20,19,23,-,18,25,25,25,-,3,8 ,20,11,24,10,10,0,0,,10,9,29,48,0,4,6,10,0,2,18,20,5,1,15,21,27,5,37,1,0,47,48
Women,2025,12,2025/6/9,Pool_A,-,Hanoi,Vietnam,India,Australia,1,3,25,20,19,23,-,18,25,25,25,-,4,9 ,23,14,25,14,12,2,0,,12,6,26,44,2,5,8,15,0,1,22,23,4,3,15,22,23,6,34,0,0,42,42
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Philippines,Iran,2,3,25,21,26,23,13,16,25,24,25,15,ALL,46 ,108,62,105,72,55,12,5,,55,34,86,175,12,18,22,52,5,11,93,109,35,3,52,90,83,17,115,9,2,159,170
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Philippines,Iran,2,3,25,21,26,23,13,16,25,24,25,15,1,12 ,24,13,17,17,13,2,2,,13,3,16,32,2,0,6,8,2,5,18,25,3,1,10,14,18,1,23,2,0,29,31
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Philippines,Iran,2,3,25,21,26,23,13,16,25,24,25,15,2,8 ,22,13,24,13,8,4,1,,8,8,20,36,4,8,3,15,1,2,18,21,5,1,15,21,13,1,16,1,0,31,32
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Philippines,Iran,2,3,25,21,26,23,13,16,25,24,25,15,3,11 ,25,15,25,19,16,3,0,,16,6,28,50,3,4,9,16,0,2,24,26,12,0,9,21,32,6,40,1,2,48,51
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Philippines,Iran,2,3,25,21,26,23,13,16,25,24,25,15,4,10 ,24,13,24,14,12,1,1,,12,10,13,35,1,4,3,8,1,1,21,23,10,0,12,22,12,7,23,4,0,31,35
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Philippines,Iran,2,3,25,21,26,23,13,16,25,24,25,15,5,5 ,13,8,15,9,6,2,1,,6,7,9,22,2,2,1,5,1,1,12,14,5,1,6,12,8,2,13,1,0,20,21
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Iran,Philippines,3,2,16,25,24,25,15,25,21,26,23,13,ALL,43 ,105,62,108,73,55,15,3,,55,29,80,164,15,22,35,72,3,14,87,104,24,5,69,98,71,16,105,16,3,152,171
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Iran,Philippines,3,2,16,25,24,25,15,25,21,26,23,13,1,4 ,17,12,24,9,7,1,1,,7,5,20,32,1,8,6,15,1,2,13,16,2,2,16,20,14,4,25,2,2,32,36
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Iran,Philippines,3,2,16,25,24,25,15,25,21,26,23,13,2,11 ,24,14,22,20,14,5,1,,14,7,10,31,5,2,9,16,1,4,20,25,3,1,15,19,15,5,21,2,1,30,33
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Iran,Philippines,3,2,16,25,24,25,15,25,21,26,23,13,3,10 ,25,14,25,17,14,3,0,,14,6,30,50,3,5,11,19,0,3,21,24,10,0,14,24,24,3,32,5,0,47,52
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Iran,Philippines,3,2,16,25,24,25,15,25,21,26,23,13,4,11 ,24,14,24,18,14,4,0,,14,7,14,35,4,5,6,15,0,3,22,25,5,1,16,22,13,2,17,4,0,28,32
Women,2025,13,2025/6/9,Pool_B,-,Hanoi,Vietnam,Iran,Philippines,3,2,16,25,24,25,15,25,21,26,23,13,5,7 ,15,8,13,9,6,2,1,,6,4,6,16,2,2,3,7,1,2,11,14,4,1,8,13,5,2,10,3,0,15,18
Women,2025,14,2025/6/9,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,"Hong Kong, China",3,0,25,25,25,-,-,10,8,20,-,-,ALL,43 ,73,32,40,56,45,4,7,,45,8,42,95,4,10,19,33,7,8,59,74,13,0,20,33,48,6,71,7,0,82,89
Women,2025,14,2025/6/9,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,"Hong Kong, China",3,0,25,25,25,-,-,10,8,20,-,-,1,16 ,24,9,11,18,14,3,1,,14,5,11,30,3,1,6,10,1,1,23,25,3,0,6,9,15,2,26,3,0,26,29
Women,2025,14,2025/6/9,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,"Hong Kong, China",3,0,25,25,25,-,-,10,8,20,-,-,2,17 ,25,8,8,19,16,0,3,,16,1,16,33,0,3,9,12,3,3,18,24,4,0,3,7,17,1,22,2,0,25,27
Women,2025,14,2025/6/9,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,"Hong Kong, China",3,0,25,25,25,-,-,10,8,20,-,-,3,10 ,24,15,21,19,15,1,3,,15,2,15,32,1,6,4,11,3,4,18,25,6,0,11,17,16,3,23,2,0,31,33
Women,2025,14,2025/6/9,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Chinese Taipei,0,3,10,8,20,-,-,25,25,25,-,-,ALL,8 ,40,30,73,22,22,0,0,,22,15,54,91,0,13,14,27,0,6,33,39,12,7,47,66,34,8,50,7,2,80,89
Women,2025,14,2025/6/9,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Chinese Taipei,0,3,10,8,20,-,-,25,25,25,-,-,1,2 ,11,8,24,4,4,0,0,,4,7,20,31,0,6,5,11,0,1,9,10,7,1,16,24,10,2,13,1,2,29,32
Women,2025,14,2025/6/9,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Chinese Taipei,0,3,10,8,20,-,-,25,25,25,-,-,2,0 ,8,8,25,4,4,0,0,,4,4,19,27,0,3,4,7,0,2,7,9,3,3,15,21,14,4,20,2,0,25,27
Women,2025,14,2025/6/9,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Chinese Taipei,0,3,10,8,20,-,-,25,25,25,-,-,3,6 ,21,14,24,14,14,0,0,,14,4,15,33,0,4,5,9,0,3,17,20,2,3,16,21,10,2,17,4,0,26,30
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,Mongolia,New Zealand,2,3,22,20,25,25,13,25,25,10,20,15,ALL,47 ,105,58,95,75,58,8,9,,58,17,84,159,8,23,28,59,9,8,88,105,16,5,58,79,72,14,110,18,1,135,154
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,Mongolia,New Zealand,2,3,22,20,25,25,13,25,25,10,20,15,1,6 ,22,16,25,17,14,1,2,,14,6,24,44,1,5,7,13,2,5,15,22,5,0,16,21,19,3,25,1,0,39,40
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,Mongolia,New Zealand,2,3,22,20,25,25,13,25,25,10,20,15,2,9 ,21,11,24,14,9,4,1,,9,5,25,39,4,8,7,19,1,0,20,21,3,2,14,19,18,0,25,7,0,30,37
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,Mongolia,New Zealand,2,3,22,20,25,25,13,25,25,10,20,15,3,16 ,24,9,11,17,13,2,2,,13,0,6,19,2,2,3,7,2,0,22,24,0,1,6,7,9,6,21,2,0,15,17
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,Mongolia,New Zealand,2,3,22,20,25,25,13,25,25,10,20,15,4,11 ,25,14,20,18,15,1,2,,15,3,14,32,1,4,7,12,2,3,20,25,4,1,14,19,13,3,22,5,1,28,34
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,Mongolia,New Zealand,2,3,22,20,25,25,13,25,25,10,20,15,5,5 ,13,8,15,9,7,0,2,,7,3,15,25,0,4,4,8,2,0,11,13,4,1,8,13,13,2,17,3,0,23,26
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,New Zealand,Mongolia,3,2,25,25,10,20,15,22,20,25,25,13,ALL,37 ,95,58,105,74,56,9,9,,56,25,90,171,9,11,23,43,9,12,74,95,10,8,78,96,83,20,121,7,0,163,170
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,New Zealand,Mongolia,3,2,25,25,10,20,15,22,20,25,25,13,1,9 ,25,16,22,14,12,2,0,,12,2,20,34,2,4,11,17,0,4,21,25,1,2,14,17,20,3,26,0,0,33,33
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,New Zealand,Mongolia,3,2,25,25,10,20,15,22,20,25,25,13,2,13 ,24,12,21,23,14,4,5,,14,7,26,47,4,1,5,10,5,2,17,24,3,1,17,21,27,6,37,2,0,44,46
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,New Zealand,Mongolia,3,2,25,25,10,20,15,22,20,25,25,13,3,2 ,11,8,24,10,9,0,1,,9,6,13,28,0,3,2,5,1,4,6,11,1,1,21,23,8,2,12,2,0,29,31
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,New Zealand,Mongolia,3,2,25,25,10,20,15,22,20,25,25,13,4,6 ,20,14,25,14,12,1,1,,12,7,17,36,1,2,3,6,1,1,18,20,3,2,17,22,14,6,27,1,0,34,35
Women,2025,15,2025/6/9,Pool_B,-,Hanoi,Vietnam,New Zealand,Mongolia,3,2,25,25,10,20,15,22,20,25,25,13,5,7 ,15,8,13,13,9,2,2,,9,3,14,26,2,1,2,5,2,1,12,15,2,2,9,13,14,3,19,2,0,23,25
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,Australia,"Hong Kong, China",2,3,20,19,25,25,14,25,25,18,18,16,ALL,50 ,103,53,102,82,59,15,8,,59,20,82,161,15,23,37,75,8,9,86,103,31,5,57,93,43,17,121,0,2,152,154
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,Australia,"Hong Kong, China",2,3,20,19,25,25,14,25,25,18,18,16,1,9 ,21,11,24,17,12,3,2,,12,5,20,37,3,6,12,21,2,2,16,20,6,1,16,23,12,5,26,0,0,35,35
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,Australia,"Hong Kong, China",2,3,20,19,25,25,14,25,25,18,18,16,2,8 ,18,11,26,17,13,3,1,,13,6,21,40,3,5,10,18,1,2,17,20,6,2,14,22,13,2,29,0,0,38,38
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,Australia,"Hong Kong, China",2,3,20,19,25,25,14,25,25,18,18,16,3,14 ,25,11,18,19,13,3,3,,13,4,5,22,3,3,4,10,3,2,19,24,7,1,8,16,5,4,16,0,0,23,23
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,Australia,"Hong Kong, China",2,3,20,19,25,25,14,25,25,18,18,16,4,13 ,24,12,19,17,11,5,1,,11,2,23,36,5,4,6,15,1,2,22,25,5,0,12,17,9,5,29,0,0,30,30
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,Australia,"Hong Kong, China",2,3,20,19,25,25,14,25,25,18,18,16,5,6 ,15,8,15,12,10,1,1,,10,3,13,26,1,5,5,11,1,1,12,14,7,1,7,15,4,1,21,0,2,26,28
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Australia,3,2,25,25,18,18,16,20,19,25,25,14,ALL,49 ,102,53,103,80,63,9,8,,63,28,94,185,9,23,26,58,8,6,88,102,44,5,42,91,52,17,133,0,1,172,173
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Australia,3,2,25,25,18,18,16,20,19,25,25,14,1,13 ,24,12,21,20,16,2,2,,16,5,22,43,2,2,4,8,2,1,22,25,8,1,8,17,14,6,36,0,0,38,38
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Australia,3,2,25,25,18,18,16,20,19,25,25,14,2,15 ,26,10,18,18,14,1,3,,14,4,25,43,1,5,11,17,3,1,20,24,8,1,9,18,16,5,34,0,0,41,41
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Australia,3,2,25,25,18,18,16,20,19,25,25,14,3,7 ,18,11,25,15,10,3,2,,10,6,12,28,3,5,0,8,2,2,15,19,10,3,9,22,5,2,13,0,1,26,27
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Australia,3,2,25,25,18,18,16,20,19,25,25,14,4,7 ,19,11,24,15,14,1,0,,14,12,17,43,1,4,8,13,0,1,17,18,8,0,14,22,11,3,30,0,0,43,43
Women,2025,16,2025/6/11,Pool_A,-,Hanoi,Vietnam,"Hong Kong, China",Australia,3,2,25,25,18,18,16,20,19,25,25,14,5,7 ,15,9,15,12,9,2,1,,9,1,18,28,2,7,3,12,1,1,14,16,10,0,2,12,6,1,20,0,0,24,24
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Iran,3,1,25,25,22,26,-,14,18,25,24,-,ALL,44 ,97,54,82,65,41,14,10,,41,11,60,112,14,27,16,57,10,6,81,97,23,4,38,65,27,15,70,0,0,104,104
